point_id,b,S,E,coefficient_round,scenario,t,p_center_mw,P_net_mw,Q_mvar,p_slack_mw,line_loss_mw,lp_pk_proxy_mw,loss_reduction_linear_mw,a_P,a_Q,b_PP,b_QQ,b_PQ,matrix_rank,lambda_min_cost,lambda_max_cost,solver,status,objective
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,15,0.0,-0.04073215432354251,0.0035470742498810394,9.230571616385744,0.2512856082356711,9.046216487169481,-0.0035722761010161556,-0.0900790946011507,-0.027301227654354148,0.001387149930695937,0.02118784713799447,0.0009739737813241861,5,0.0013751800010525657,0.02119981706763784,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,16,0.0,-0.018924886651049036,0.003954651105237265,9.287190710375045,0.25370560426670025,9.046216487169481,-0.0016123723254353763,-0.09096091470502951,-0.02757580179162327,0.0012429429619409593,0.021235103995407522,0.0009938068045150592,5,0.0012306000919369564,0.021247446865411523,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,17,0.0,0.09857211230416985,0.005155607219347115,9.304849306921714,0.251118050862892,9.046216487169481,0.009269079329559646,-0.09256504973673592,-0.028075616568667933,0.0009807402665371258,0.021321119648185966,0.0010299941558733036,5,0.0009677094285880182,0.021334150486135073,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,18,0.0,0.005156547318878997,0.00435030859616721,9.291093958199989,0.2531607568817782,9.046216487169481,0.0005911646375030882,-0.09129219189611813,-0.027678985866120172,0.0011888734922855266,0.021252870135434303,0.0010013116620769715,5,0.0011763884232009318,0.021265355204518898,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,19,0.0,-0.035911051869661974,0.003729776641728382,9.070578588996867,0.24241270786219116,9.046216487169481,-0.003074241444585295,-0.08838800802859319,-0.026775033997568407,0.0016640895155251101,0.021097295200980606,0.0009361722029004289,5,0.001652821296110031,0.021108563420395684,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,20,0.0,-0.033849471831696086,0.003820392526096716,8.788417688508346,0.22736284391462944,9.046216487169481,-0.0027902228554224254,-0.08534555397782392,-0.025829563123777575,0.0021627896491018934,0.02093456854491484,0.000868562012634259,5,0.002152748024423282,0.020944610169593453,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,21,0.0,-0.03253610818555377,0.0035302394965545255,8.459577887436081,0.21048700527545416,9.046216487169481,-0.00257459534324455,-0.08181410683043448,-0.024734097440171045,0.0027428072803496835,0.020746015755766054,0.0007909145609112391,5,0.0027341248792770957,0.02075469815683864,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,22,0.0,-0.03188823844205015,0.003215787122885867,8.139142592114883,0.19470031020418085,9.046216487169481,-0.002423701384984848,-0.07839365124800791,-0.02367509273630885,0.0033057584538327385,0.02056372894377963,0.0007165499093763816,5,0.0032983238791629618,0.02057116351844941,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round0,winter_peak,23,0.0,-0.03148670817263173,0.0031265200740251686,8.022967476553662,0.1891268972433282,9.046216487169481,-0.0023567554878126044,-0.07716226442315727,-0.023294337568422613,0.003508657967972986,0.020498186828024696,0.0006899649815782521,5,0.0035016557791963956,0.020505189016801286,CLARABEL,optimal,9.046216487169481
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,0,-0.012431775730932876,-0.012378125173265142,0.0014316002817041835,7.880793232392207,0.1819630444355866,9.342409518252348,-0.0009104800871827611,-0.07621664166411095,-0.023008547876428673,0.006612076864430982,0.021041630022685675,0.004122570475463567,5,0.006323394380031996,0.021330312507084663,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,1,-0.01306503265321314,-0.013033319345537073,0.0010856376492635062,7.079418386586787,0.14658393881444642,9.342409518252348,-0.0008612179703104248,-0.06777796768912991,-0.020406373331403733,0.007774918164621655,0.02054957888313069,0.003706107426537246,5,0.007511549524333864,0.02081294752341848,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,2,-0.01345110169838562,-0.013427676498288188,0.0009672871587456843,6.769839233905695,0.13396068753078336,9.342409518252348,-0.0008481461196076723,-0.06456283592286181,-0.019417972012501398,0.008235368964745696,0.020365303730443984,0.0035697160655243265,5,0.007978188963031615,0.020622483732158064,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,3,-0.013891703856907509,-0.01387422043292219,0.0008936845313925654,6.576499634040214,0.12637469478734226,9.342409518252348,-0.0008512723860095079,-0.06256771089086957,-0.018805099879680837,0.008549282939119406,0.020255662123351115,0.003521792536460251,5,0.008290142037166721,0.0205148030253038,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,4,-0.014426738145392887,-0.014412532442162979,0.0008493345271538517,6.459512537919755,0.12189938037584509,9.342409518252348,-0.0008687747085950625,-0.06136552527679142,-0.018435510139375066,0.008776845613662182,0.020195844372310156,0.0035429764985661118,5,0.00850833915660152,0.020464350829370818,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,5,-0.015059482204256153,-0.015043893199770272,0.0008451292855474362,6.448332806082252,0.12148831988366296,9.342409518252348,-0.0009059180119874905,-0.061251940388096726,-0.0183991227799657,0.00888553257878474,0.020204050738451135,0.0036579396121692877,5,0.00859732632586956,0.020492256991366316,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,6,-0.01579891706780716,-0.0157761418500421,0.0008899843777659829,6.566662196167806,0.12603542722923056,9.342409518252348,-0.0009688355138538718,-0.06247032666714301,-0.018770240784874197,0.008853837831643828,0.02029578227650893,0.0038926550141973725,5,0.00853182122943556,0.0206177988787172,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,7,-0.01659839418021293,-0.016559361303601708,0.0010326721866333337,6.941474875300353,0.1409647097862063,9.342409518252348,-0.0010781220443774142,-0.06635111562327012,-0.019957981237549976,0.008530944288414033,0.020553174892736815,0.004351963047316725,5,0.008149219629557988,0.02093489955159286,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,8,-0.01745957492324579,-0.017402154110489745,0.0012824093265477606,7.567648111833348,0.16779477802194262,9.342409518252348,-0.0012407083272234652,-0.07291555662357255,-0.021973815698880315,0.007938378311581371,0.02097996911362664,0.005061356862882061,5,0.0074645253307796,0.02145382209442841,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,9,-0.01828454694153045,-0.018183909268693038,0.0017261814082900491,8.388086448529572,0.20655049554507504,9.342409518252348,-0.0014425706649472186,-0.08167465879878169,-0.02467522822151275,0.007136673615946807,0.021545859228632728,0.005982189761818618,5,0.0065404455621616096,0.022142087282417927,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,10,-0.019476971360679357,-0.01936381798638967,0.0020428585945895554,8.89704906331781,0.23268255879815233,9.342409518252348,-0.0016346270981709176,-0.087199713476381,-0.026380818620430454,0.0068162464750792994,0.02191669454972921,0.006761684560737526,5,0.00609386647627823,0.02263907454853028,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,11,-0.021390003092147974,-0.021299182828169866,0.002132331677275868,9.090850545676792,0.24309870106678386,9.342409518252348,-0.001844741513542191,-0.08931630939443454,-0.027023417792522497,0.007077535699444779,0.02207558180798764,0.0074547585114641615,5,0.006202270552050575,0.022950846955381844,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,12,-0.024248570988523566,-0.02416097407099882,0.0021354559621689045,9.106021061050926,0.24400773230407896,9.342409518252348,-0.002102379279285418,-0.08941068353515438,-0.02709956482499976,0.008961662252548913,0.022313183281342037,0.007875122606763879,5,0.00788692810766939,0.02338791742622156,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,13,-0.028376106294101602,-0.02827354778427954,0.0020641017379605144,8.96191984828515,0.23639441938999559,9.342409518252348,-0.002423279727772624,-0.08765302272182134,-0.026637349108410924,0.012508334901869991,0.022508529850464577,0.008199773308800375,5,0.011042363606705973,0.023974501145628595,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,14,-0.03276658155390993,-0.0327574175753459,0.0022120377572880496,9.33050140658491,0.2565921239565769,9.342409518252348,-0.002933561462630375,-0.09143720532954844,-0.027886166982932944,0.016386817171889632,0.022954766239234925,0.009318850865252613,5,0.01397037644875727,0.025371206962367287,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,15,-0.038870719995237314,-0.038967957082929404,0.0023370173980799018,9.527531141851718,0.26786143437292104,9.342409518252348,-0.003564872966999117,-0.09318890970990802,-0.028458695787291075,0.02185547430459936,0.023054275339507563,0.01101414071113109,5,0.016915280533527175,0.027994469110579748,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,16,-0.009570449973567999,-0.010290498453616855,0.0051713150679204315,9.60689054578376,0.2713693896007665,9.342409518252348,-0.0008279282705509876,-0.09494318221148107,-0.028829107725914217,0.003592750306136904,0.022048363049991502,0.004465732975329504,5,0.0033264478104811906,0.022314665545647216,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,17,0.13898556162023865,0.1389748556395113,0.10795774631396278,9.625135787752596,0.26508552010406705,9.342409518252348,0.016715792341409498,-0.09667771722488078,-0.03038244737885912,0.02180131694022382,0.026008258023535815,-0.003403392356738785,5,0.021199171433159754,0.02661040353059988,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,18,0.14077853539249996,0.14076963040901241,0.1055423551865843,9.625206911475397,0.2650972546533695,9.342409518252348,0.01682101405820027,-0.09669908030617412,-0.03040220446981834,0.021795013797412825,0.026017745982788616,-0.003313314953178553,5,0.021222654723081696,0.026590105057119746,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,19,0.07796949430562106,0.07798907213218058,0.1577165821921367,9.622609762459117,0.26559992412903866,9.342409518252348,0.012151573684190077,-0.09605905816187262,-0.02954677817312477,0.023089920967067145,0.024802245394192714,-0.007644834702657924,5,0.02002895564330447,0.02786321071795539,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,20,-0.0013798730793124112,-0.00090020841289255,0.05400625775846722,9.614726886363803,0.2701988391651789,9.342409518252348,0.0014695979380417573,-0.09485215356875652,-0.028792675315881037,0.0011450211460670703,0.02154076404630854,0.001600832055218499,5,0.0011136576330812605,0.02157212755929435,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,21,-0.07137521718200737,-0.07114436663704597,0.0020799354199322715,9.361411154332583,0.25956602776056986,9.342409518252348,-0.006413459862184168,-0.0909663021585768,-0.028020144108043654,0.022882398714505404,0.02454668551539182,0.010694525369448933,5,0.01830291751060401,0.029126166719293217,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,22,-0.06907151300827485,-0.06912262916783288,0.0018602835059130384,8.860924108171165,0.23230085329863098,9.342409518252348,-0.005863513730770636,-0.08553499756946738,-0.026281041002483282,0.02255592231309362,0.02395667267840509,0.010161549923071767,5,0.018127477006957608,0.028385117984541103,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,summer_peak,23,-0.06833473603576004,-0.06835260022962325,0.0015832909387357547,8.381418714003248,0.207665655401519,9.342409518252348,-0.005455724299562086,-0.08038845041901171,-0.024654543301233355,0.022195475746880106,0.023475259364510608,0.00955474501100951,5,0.018015331291999656,0.027655403819391057,CLARABEL,optimal,9.342409518252348
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,0,-0.018957615207802675,-0.018967656329127655,0.0030860562887639006,8.015456732257412,0.18843284061861176,9.046210318157115,-0.0014009440093190016,-0.07767232345811012,-0.02343376839319986,0.007713067092423287,0.021306515059340704,0.005801435180877668,5,0.007119958909533148,0.021899623242230843,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,1,-0.019816145243113356,-0.01982205841761997,0.002783351065291421,7.496638753548996,0.16466183361045028,9.046210318157115,-0.0013699144885973293,-0.0721617927924574,-0.02172948443663763,0.008475738488343387,0.020972377860002354,0.005512818856347509,5,0.00789476159018639,0.02155335475815935,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,2,-0.02069611018772584,-0.02069934583800727,0.0026147705633138675,7.241328387044799,0.15357492877864456,9.046210318157115,-0.001383417549950788,-0.06947365881935619,-0.0208973365959644,0.00893023013142305,0.020813117597296225,0.005457739793488574,5,0.008333517813529357,0.02140982991518992,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,3,-0.021815125965324048,-0.02181609430103025,0.0024933113047664714,7.08976352142207,0.14719387674163403,9.046210318157115,-0.0014300508693742896,-0.06788187461137238,-0.020401186318322898,0.009312712860939673,0.020721500925670266,0.005538962639415091,5,0.00867596046251709,0.02135825332409285,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,4,-0.02324622961260904,-0.023245468875006337,0.002422660571277565,7.010009975607268,0.14391135911225766,9.046210318157115,-0.0015090716585910073,-0.06701976212562158,-0.020157233947430526,0.010140429199549671,0.020766398825478677,0.005600331742088597,5,0.009447688700101632,0.021459139324926716,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,5,-0.025018133256568195,-0.025016912336973646,0.00245030965717068,7.0446069476961855,0.1453870425406913,9.046210318157115,-0.0016346986338671274,-0.06733036512329006,-0.02028282747578703,0.01117074760406545,0.020912672465790393,0.00578306160637859,5,0.01037715132407796,0.02170626874577788,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,6,-0.0272708011974152,-0.027270184398914835,0.0025946471101135093,7.227517707669031,0.15314444434612898,9.046210318157115,-0.001831869065158963,-0.06916174116612073,-0.020883136508223706,0.012498440029068787,0.021172029795063555,0.006176151276672439,5,0.01151132647884928,0.022159143345283062,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,7,-0.030316308423783862,-0.03031576224858582,0.0028450890177775107,7.639174557944994,0.17130546542127043,9.046210318157115,-0.0021605522469717946,-0.07335381630195961,-0.022222365511164452,0.01448779787669526,0.021600475181188065,0.006957152953591515,5,0.013069396443833845,0.023018876614049482,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,8,-0.03471193267772323,-0.03471158237581348,0.0033223575553143797,8.329962145786586,0.20409659755336915,9.046210318157115,-0.0027114766276530445,-0.08045673255680437,-0.024471740572056352,0.017890681307424522,0.02219507945778281,0.00845281048600911,5,0.01530004767025777,0.024785713094949566,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,9,-0.03334103410054131,-0.033353828583743264,0.0035759165365555072,9.252675799407882,0.252267192270859,9.046210318157115,-0.0029212904411492265,-0.09054526252979654,-0.02761270385654787,0.01690414254799239,0.022901867463113623,0.009332607607203183,5,0.014356152995009263,0.025449857016096752,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,10,0.17594652889839268,0.1759461359786347,0.004329285427258266,9.312211797282856,0.24940660189690758,9.046210318157115,0.016593672224616378,-0.09358108690206023,-0.029668079334607272,0.021319722893764038,0.025880101906219616,-0.00154445199670679,5,0.021192507744175897,0.026007317055807756,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,11,0.13981635520616198,0.13981777494746486,0.005603595734712932,9.30821732178451,0.2501322906075173,9.046210318157115,0.01318758741438581,-0.09314759060690989,-0.029248818396191336,0.021586722741809904,0.025648121273585598,-0.0032579765948264738,5,0.021014089070559915,0.026220754944835587,CLARABEL,optimal,9.046210318157115
P1_old_full_opt,15,0.176,0.419,round1,winter_peak,12,-0.023954637158895828,-0.02384835218103041,0.004139605034208486,9.291554091855053,0.2540968244047047,9.046210318157115,-0.0020664718234646505,-0.09146425403218038,-0.027732094661530444,0.008562819563442042,0.022420749432307648,0.008043815104272939,5,0.007480149494922467,0.023503419500827225,CLARABEL,optimal,9.046210318157115
