n_workers,n_particles,rounds,gen_time_best_s,gen_time_min_s,gen_time_max_s,time_per_particle_s,eval_time_std_s,n_diverged,peak_rss_mb,status,error
10,20,2,1.954346499987878,1.954346499987878,1.9551957999938168,0.0977173249993939,0.09270856750257803,0,2999.88671875,ok,
12,24,2,2.215018199989572,2.215018199989572,2.2538969999877736,0.09229242499956551,0.10105650144422568,0,3554.96484375,ok,
14,28,2,2.5004067000118084,2.5004067000118084,2.534638300014194,0.08930023928613602,0.13097976141162598,0,4114.6015625,ok,
16,32,2,2.7359646999975666,2.7359646999975666,2.744222200009972,0.08549889687492396,0.08373279804515085,0,4680.0390625,ok,
16,48,3,4.623374500020873,4.623374500020873,4.698909800034016,0.09632030208376818,0.12187913983321713,0,4676.11328125,ok,
16,64,4,6.467396599997301,6.467396599997301,6.972015100007411,0.10105307187495782,0.1710340654986145,0,4679.7890625,ok,
16,30,2,2.984981399960816,2.984981399960816,3.0993274000356905,0.09949937999869386,0.21512080708651904,0,4680.72265625,ok,
16,36,3,4.146261400019284,4.146261400019284,4.147765400004573,0.11517392777831345,0.26641662185658777,0,4661.38671875,ok,
16,40,3,4.057181900017895,4.057181900017895,4.116106399975251,0.10142954750044737,0.2644360337087784,0,4679.640625,ok,
