n_workers,n_particles,rounds,gen_time_best_s,gen_time_min_s,gen_time_max_s,time_per_particle_s,eval_time_std_s,n_diverged,peak_rss_mb,status,error
10,20,2,1.9273387999855913,1.9273387999855913,2.0264081999775954,0.09636693999927956,0.08460515556318614,0,2997.08984375,ok,
12,24,2,2.2685334000270814,2.2685334000270814,2.459506399987731,0.09452222500112839,0.11329074829063988,0,3558.15625,ok,
14,28,2,2.8518977999920025,2.8518977999920025,2.901763400004711,0.10185349285685723,0.14152761085272325,0,4120.828125,ok,
16,32,2,10.2758403000189,10.2758403000189,10.600570799957495,0.3211200093755906,0.031715746094514115,0,4013.9453125,ok,
